measure,correet_label,predicted_label,message
TP,ham,ham,Company is very good.environment is terrific and food is really nice:)
TP,ham,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
FN,spam,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
TP,ham,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
TP,ham,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
TP,ham,ham,K sure am in my relatives home. Sms me de. Pls:-)
TP,ham,ham,I sent them. Do you like?
TP,ham,ham,"Fuuuuck I need to stop sleepin, sup"
TP,ham,ham,I'm in town now so i'll jus take mrt down later.
TP,ham,ham,I just cooked a rather nice salmon a la you
TP,ham,ham,I uploaded mine to Facebook
TP,ham,ham,WHAT TIME U WRKIN?
TP,ham,ham,Okie
FN,spam,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
FN,spam,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
TP,ham,ham,"Sorry, I'll call later"
TP,ham,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
TP,ham,ham,"It's wylie, you in tampa or sarasota?"
TP,ham,ham,Ok... Take ur time n enjoy ur dinner...
TP,ham,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
FN,spam,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
TP,ham,ham,I like cheap! But iÂÃÃ·m happy to splash out on the wine if it makes you feel better..
TP,ham,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
TP,ham,ham,Ugh my leg hurts. Musta overdid it on mon.
FN,spam,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
FN,spam,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins"
TP,ham,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
TP,ham,ham,Me fine..absolutly fine
TP,ham,ham,How come she can get it? Should b quite diff to guess rite...
FN,spam,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
TP,ham,ham,I will reach ur home in  &lt;#&gt;  minutes
TP,ham,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
TP,ham,ham,Hi.what you think about match?
TP,ham,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
TP,ham,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
TP,ham,ham,It is only yesterday true true.
TP,ham,ham,K.k.how is your business now?
TP,ham,ham,3 pa but not selected.
FN,spam,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
TP,ham,ham,I keep ten rs in my shelf:) buy two egg.
TP,ham,ham,I am late. I will be there at
TP,ham,ham,Well thats nice. Too bad i cant eat it
TP,ham,ham,I accidentally brought em home in the box
TP,ham,ham,Pls she needs to dat slowly or she will vomit more.
TP,ham,ham,I have to take exam with in march 3
TP,ham,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
TP,ham,ham,5 nights...We nt staying at port step liao...Too ex
TP,ham,ham,If I die I want u to have all my stuffs.
TP,ham,ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
TP,ham,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
TP,ham,ham,Prabha..i'm soryda..realy..frm heart i'm sory
TP,ham,ham,I re-met alex nichols from middle school and it turns out he's dealing!
FN,spam,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
TP,ham,ham,It means u could not keep ur words.
TP,ham,ham,"Nope, I'm still in the market"
TP,ham,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
FN,spam,spam,YOU ARE CHOSEN TO RECEIVE A Ã¥Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
TP,ham,ham,Hey what how about your project. Started aha da.
TP,ham,ham,Ok cool. See ya then.
TP,ham,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
TP,ham,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
FN,spam,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
TP,ham,ham,Yeah I can still give you a ride
TP,ham,ham,"Jay wants to work out first, how's 4 sound?"
TP,ham,ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
TP,ham,ham,Its a part of checking IQ
TP,ham,ham,Hmm thinking lor...
TP,ham,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
TP,ham,ham,thanks for the temales it was wonderful. Thank. Have a great week.
TP,ham,ham,Thank you princess! I want to see your nice juicy booty...
TP,ham,ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
TP,ham,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
TP,ham,ham,U come n search tat vid..not finishd..
TP,ham,ham,"K I'm leaving soon, be there a little after 9"
FN,spam,spam,Urgent! Please call 09061213237 from a landline. Ã¥Â£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
TP,ham,ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
TP,ham,ham,You do your studies alone without anyones help. If you cant no need to study.
TP,ham,ham,Please tell me not all of my car keys are in your purse
TP,ham,ham,I didnt get anything da
TP,ham,ham,Ok... Sweet dreams...
TP,ham,ham,Well she's in for a big surprise!
TP,ham,ham,"As usual..iam fine, happy &amp; doing well..:)"
TP,ham,ham,1 in cbe. 2 in chennai.
TP,ham,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
TP,ham,ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
TP,ham,ham,I absolutely LOVE South Park! I only recently started watching the office.
TP,ham,ham,Did you see that film:)
TP,ham,ham,Pls speak with me. I wont ask anything other then you friendship.
TP,ham,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
TP,ham,ham,Gud ni8.swt drms.take care
TP,ham,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
TP,ham,ham,Anything lar then Ã_ not going home 4 dinner?
TP,ham,ham,\ER
FN,spam,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
TP,ham,ham,Did u fix the teeth?if not do it asap.ok take care.
TP,ham,ham,So u wan 2 come for our dinner tonight a not?
TP,ham,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
TP,ham,ham,Its too late:)but its k.wish you the same.
TP,ham,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
TP,ham,ham,Oh yeah clearly it's my fault
TP,ham,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
TP,ham,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
FN,spam,spam,URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
TP,ham,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
TP,ham,ham,"Vikky, come around  &lt;TIME&gt; .."
TP,ham,ham,"And how you will do that, princess? :)"
TP,ham,ham,I have gone into get info bt dont know what to do
TP,ham,ham,"Yeah, probably here for a while"
TP,ham,ham,Sent me ur email id soon
FN,spam,spam,"URGENT! You have won a 1 week FREE membership in our Ã¥Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
TP,ham,ham,I'm still pretty weak today .. Bad day ?
TP,ham,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
TP,ham,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
TP,ham,ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
TP,ham,ham,Dear where you. Call me
TP,ham,ham,Xy trying smth now. U eat already? We havent...
FN,spam,spam,Urgent! Please call 09061213237 from landline. Ã¥Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
TP,ham,ham,I donno its in your genes or something
FN,spam,spam,XMAS iscoming & ur awarded either Ã¥Â£500 CD gift vouchers & free entry 2 r Ã¥Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
TP,ham,ham,Alex says he's not ok with you not being ok with it
TP,ham,ham,Are u coming to the funeral home
TP,ham,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
TP,ham,ham,I.ll hand her my phone to chat wit u
TP,ham,ham,Well good morning mr . Hows london treatin' ya treacle?
TP,ham,ham,I can't make it tonight
TP,ham,ham,At WHAT TIME should i come tomorrow
TP,ham,ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
TP,ham,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
TP,ham,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
TP,ham,ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
TP,ham,ham,Ill be at yours in about 3 mins but look out for me
TP,ham,ham,What you did in  leave.
TP,ham,ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
TP,ham,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
TP,ham,ham,"yeah, that's what I was thinking"
TP,ham,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
TP,ham,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
TP,ham,ham,My sister going to earn more than me da.
FN,spam,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Ã¥Â£1.50
TP,ham,ham,Hahaha..use your brain dear
TP,ham,ham,Jus finish watching tv... U?
TP,ham,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
TP,ham,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
FP,ham,spam,Kothi print out marandratha.
TP,ham,ham,But we havent got da topic yet rite?
TP,ham,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
TP,ham,ham,"Thanks, I'll keep that in mind"
TP,ham,ham,Aah bless! How's your arm?
TP,ham,ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
TP,ham,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
TP,ham,ham,What makes you most happy?
TP,ham,ham,Wishing you a wonderful week.
TP,ham,ham,Sweet heart how are you?
TP,ham,ham,"Sir, waiting for your letter."
TP,ham,ham,Dude im no longer a pisces. Im an aquarius now.
TP,ham,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
TP,ham,ham,I think steyn surely get one wicket:)
TP,ham,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
FP,ham,spam,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
TP,ham,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
TP,ham,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
TP,ham,ham,My birthday is on feb  &lt;#&gt;  da. .
TP,ham,ham,So when do you wanna gym?
TP,ham,ham,You'd like that wouldn't you? Jerk!
TP,ham,ham,Are u awake? Is there snow there?
TP,ham,ham,And of course you should make a stink!
FN,spam,spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
TP,ham,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
TP,ham,ham,When you guys planning on coming over?
TP,ham,ham,Wat Ã_ doing now?
TP,ham,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
TP,ham,ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
TP,ham,ham,Do I? I thought I put it back in the box
TP,ham,ham,I'm home...
TP,ham,ham,No one interested. May be some business plan.
TP,ham,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
TP,ham,ham,Good morning princess! Have a great day!
TP,ham,ham,Guai... ÃÃ shd haf seen him when he's naughty... ÃÃ so free today? Can go jogging...
TP,ham,ham,Aiyo cos i sms Ã_ then Ã_ neva reply so i wait 4 Ã_ to reply lar. I tot Ã_ havent finish ur lab wat.
TP,ham,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
TP,ham,ham,Tell me something. Thats okay.
TP,ham,ham,Ok
TP,ham,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
TP,ham,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
TP,ham,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
TP,ham,ham,Yep get with the program. You're slacking.
TP,ham,ham,I'm in inside office..still filling forms.don know when they leave me.
TP,ham,ham,"I think your mentor is , but not 100 percent sure."
FN,spam,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
FN,spam,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
FN,spam,spam,A Ã¥Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Ã¥Â£400 reward. Just call 09066380611
TP,ham,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
FN,spam,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
TP,ham,ham,Hi mom we might be back later than  &lt;#&gt; 
TN,spam,ham,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
TP,ham,ham,"Lol, oh you got a friend for the dog ?"
TP,ham,ham,"Ok., is any problem to u frm him? Wats matter?"
TP,ham,ham,"K I'll head out in a few mins, see you there"
TP,ham,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
TP,ham,ham,I cant pick the phone right now. Pls send a message
TP,ham,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
FN,spam,spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
FN,spam,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Ã¥Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
TP,ham,ham,Somebody set up a website where you can play hold em using eve online spacebucks
TP,ham,ham,Its sunny in california. The weather's just cool
FN,spam,spam,You have 1 new message. Call 0207-083-6089
TP,ham,ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
TP,ham,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
TP,ham,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IÃ¥Ãm knackered and iÃ¥Ãm dreading work tonight. What are thou upto tonight. X
TP,ham,ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
TP,ham,ham,I'm at work. Please call
TP,ham,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
TP,ham,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
TP,ham,ham,Ok.ok ok..then..whats ur todays plan
TP,ham,ham,Nt joking seriously i told
TP,ham,ham,Watching ajith film ah?
TP,ham,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
TP,ham,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
TP,ham,ham,I dont know exactly could you ask chechi.
TP,ham,ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
TP,ham,ham,As in i want custom officer discount oh.
TP,ham,ham,That's necessarily respectful
TP,ham,ham,Hi. Hope you had a good day. Have a better night.
TP,ham,ham,And he's apparently bffs with carly quick now
TP,ham,ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ÂÃ¶Â´ÂÃ_??ÂÃÂ¬ud evening...
TP,ham,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
TP,ham,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
TP,ham,ham,So gd got free ice cream... I oso wan...
TP,ham,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
TP,ham,ham,So how many days since then?
TP,ham,ham,Dear are you angry i was busy dear
TP,ham,ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ã_ leaving earlier or wat mah cos mayb Ã_ haf to walk v far...
TP,ham,ham,... Are you in the pub?
TP,ham,ham,There is a first time for everything :)
TP,ham,ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
TP,ham,ham,I ask if u meeting da ge tmr nite...
TP,ham,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
TP,ham,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
TP,ham,ham,East coast
TP,ham,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
TP,ham,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
TP,ham,ham,Nope. I just forgot. Will show next week
TP,ham,ham,So how are you really. What are you up to. How's the masters. And so on.
TP,ham,ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
TP,ham,ham,I dont know oh. Hopefully this month.
TP,ham,ham,"Hi elaine, is today's meeting confirmed?"
TP,ham,ham,Ok k..sry i knw 2 siva..tats y i askd..
TP,ham,ham,"Sorry, I'll call later"
TP,ham,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
TP,ham,ham,Otherwise had part time job na-tuition..
TP,ham,ham,Oh yeah! And my diet just flew out the window
FN,spam,spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
TP,ham,ham,You didnt complete your gist oh.
TP,ham,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
TP,ham,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
TP,ham,ham,If I was I wasn't paying attention
TP,ham,ham,Thanx a lot 4 ur help!
TP,ham,ham,You're gonna have to be way more specific than that
TP,ham,ham,Jesus armand really is trying to tell everybody he can find
TP,ham,ham,I'm wif him now buying tix lar...
TP,ham,ham,Mode men or have you left.
TP,ham,ham,Am slow in using biola's fne
TP,ham,ham,"\What are youdoing later? Sar xxx\"""""
TP,ham,ham,Hey i've booked the 2 lessons on sun liao...
TP,ham,ham,Thank you. do you generally date the brothas?
TP,ham,ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
TP,ham,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
FN,spam,spam,You have won a guaranteed 32000 award or maybe even Ã¥Â£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
TP,ham,ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
TP,ham,ham,"And that's fine, I got enough bud to last most of the night at least"
TP,ham,ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
TP,ham,ham,So that takes away some money worries
TP,ham,ham,"aight we can pick some up, you open before tonight?"
FN,spam,spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
TP,ham,ham,Sac needs to carry on:)
TP,ham,ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
TP,ham,ham,What???? Hello wats talks email address?
TP,ham,ham,Except theres a chick with huge boobs.
TP,ham,ham,Im just wondering what your doing right now?
TP,ham,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
FN,spam,spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
TP,ham,ham,Arun can u transfr me d amt
TP,ham,ham,"Sorry, I'll call later"
TP,ham,ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
FN,spam,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
TP,ham,ham,Ok i thk i got it. Then u wan me 2 come now or wat?
FN,spam,spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
TP,ham,ham,U GOIN OUT 2NITE?
TP,ham,ham,I will treasure every moment we spend together...
TP,ham,ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÂÃÃ·ll bring one anyway
FN,spam,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÃ¥ÃC C RingtoneÃ¥Ã
FN,spam,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Ã¥Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
FN,spam,spam,"URGENT! Last weekend's draw shows that you have won Ã¥Â£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
TP,ham,ham,Ok lor.
TP,ham,ham,I thought slide is enough.
TP,ham,ham,Yup
TP,ham,ham,Well obviously not because all the people in my cool college life went home ;_;
TP,ham,ham,Ok lor Ã_ reaching then message me.
TP,ham,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
FP,ham,spam,Dhoni have luck to win some big title.so we will win:)
TP,ham,ham,Yes princess! I want to please you every night. Your wish is my command...
TP,ham,ham,What Today-sunday..sunday is holiday..so no work..
TP,ham,ham,No probably  &lt;#&gt; %.
TP,ham,ham,Really do hope the work doesnt get stressful. Have a gr8 day.
TP,ham,ham,Have you seen who's back at Holby?!
TP,ham,ham,Shall call now dear having food
FN,spam,spam,URGENT We are trying to contact you Last weekends draw shows u have won a Ã¥Â£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
TP,ham,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
TP,ham,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
TP,ham,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
TP,ham,ham,Ofcourse I also upload some songs
FN,spam,spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
TP,ham,ham,K. I will sent it again
TP,ham,ham,Oh thanks a lot..i already bought 2 eggs ..
TP,ham,ham,K. I will sent it again
TP,ham,ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
FN,spam,spam,Marvel Mobile Play the official Ultimate Spider-man game (Ã¥Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
TP,ham,ham,I think if he rule tamilnadu..then its very tough for our people.
TP,ham,ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
TP,ham,ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
TP,ham,ham,Yes... I trust u to buy new stuff ASAP so I can try it out
FN,spam,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
TP,ham,ham,Why did I wake up on my own &gt;:(
TP,ham,ham,Now get step 2 outta the way. Congrats again.
TP,ham,ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
FN,spam,spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
TP,ham,ham,Apo all other are mokka players only
TP,ham,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
TP,ham,ham,Wait . I will msg after  &lt;#&gt;  min.
TP,ham,ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
TP,ham,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
TP,ham,ham,I want to be inside you every night...
TP,ham,ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
TP,ham,ham,Lol they were mad at first but then they woke up and gave in.
TP,ham,ham,I went to project centre
TP,ham,ham,"ItÂÃÃ·s reassuring, in this crazy world."
